"chr","bin_start","p_value","p_adj","overlaps_telomere"
"chr2",95000000,0.136530289044785,0.446933835322121,FALSE
"chr1",170000000,0.136931393746414,0.446933835322121,FALSE
"chr17",50000000,0.137038135115892,0.446933835322121,FALSE
"chr4",190000000,0.137260578638254,0.446933835322121,TRUE
"chr6",80000000,0.140494185482576,0.453113013672004,FALSE
"chr8",105000000,0.142849864661053,0.453113013672004,FALSE
"chr3",135000000,0.142910318127746,0.453113013672004,FALSE
"chr4",130000000,0.143043405824176,0.453113013672004,FALSE
"chr16",10000000,0.143400935038518,0.453113013672004,FALSE
"chr2",210000000,0.144491119873827,0.45387210595661,FALSE
"chr19",45000000,0.145398245590808,0.454050661669541,FALSE
"chr11",115000000,0.14930499509456,0.463539926630785,FALSE
"chr2",150000000,0.151259688907892,0.466894068652107,FALSE
"chr11",20000000,0.154815992660826,0.46965684470872,FALSE
"chr3",45000000,0.155555761981463,0.46965684470872,FALSE
"chr4",60000000,0.155914326730973,0.46965684470872,FALSE
"chr8",145000000,0.15671901086729,0.46965684470872,TRUE
"chr3",145000000,0.156951263599029,0.46965684470872,FALSE
"chr15",100000000,0.157431788769402,0.46965684470872,TRUE
"chr2",185000000,0.158577752411865,0.470447332155199,FALSE
"chr7",125000000,0.161188325023243,0.475550085980176,FALSE
"chr4",150000000,0.164581824793495,0.480810892724114,FALSE
"chr18",80000000,0.164772272225679,0.480810892724114,TRUE
"chr5",100000000,0.167161522287139,0.482865172313732,FALSE
"chr2",135000000,0.167284750707941,0.482865172313732,FALSE
"chr8",115000000,0.168520853902761,0.483817935398251,FALSE
"chr2",75000000,0.171138757911639,0.488706399597943,FALSE
"chr2",85000000,0.172453800165769,0.489842177066598,FALSE
"chr18",60000000,0.174263060184435,0.492362297029038,FALSE
"chr1",105000000,0.175694387831218,0.49379370053616,FALSE
"chr12",75000000,0.179800455821383,0.502688185385436,FALSE
"chr15",50000000,0.181512630067836,0.504655709916084,FALSE
"chr3",120000000,0.183014472375445,0.504655709916084,FALSE
"chr7",95000000,0.183339340306592,0.504655709916084,FALSE
"chr7",155000000,0.185414411502557,0.507750234576233,TRUE
"chr7",145000000,0.188717468043268,0.512959408236623,FALSE
"chr3",150000000,0.189704828437953,0.512959408236623,FALSE
"chr18",50000000,0.190198432267512,0.512959408236623,FALSE
"chr6",115000000,0.191279848673314,0.513283614027888,FALSE
"chr11",40000000,0.195675630257563,0.52219692934664,FALSE
"chr13",30000000,0.196557271158567,0.52219692934664,FALSE
"chr5",125000000,0.199189575617297,0.52654525177698,FALSE
"chr4",155000000,0.200166078859039,0.52654525177698,FALSE
"chr11",105000000,0.207583684782996,0.541479978438643,FALSE
"chr14",85000000,0.207871527303225,0.541479978438643,FALSE
"chr7",45000000,0.209717870462817,0.543637586539535,FALSE
"chr12",20000000,0.21434683745591,0.552952711118146,FALSE
"chr4",55000000,0.216445213827725,0.553022699445009,FALSE
"chr12",90000000,0.216445213827728,0.553022699445009,FALSE
"chr10",10000000,0.220127142428373,0.558074153109775,FALSE
"chr13",70000000,0.220512446266222,0.558074153109775,FALSE
"chr11",30000000,0.22297051079954,0.561633267768653,FALSE
"chr4",145000000,0.22638716883007,0.564677680248811,FALSE
"chr2",215000000,0.228123526387243,0.564677680248811,FALSE
"chr7",40000000,0.228587295576343,0.564677680248811,FALSE
"chr1",245000000,0.228930090756703,0.564677680248811,TRUE
"chr3",55000000,0.230829964002596,0.564677680248811,FALSE
"chr21",45000000,0.23353145438145,0.564677680248811,TRUE
"chr10",115000000,0.23353145438145,0.564677680248811,FALSE
"chr9",135000000,0.23353145438145,0.564677680248811,TRUE
"chr6",0,0.233696193511212,0.564677680248811,TRUE
"chr5",115000000,0.237426168807429,0.568298041926125,FALSE
"chr8",65000000,0.239092872555614,0.568298041926125,FALSE
"chr16",20000000,0.239451422159884,0.568298041926125,FALSE
"chr20",40000000,0.239451422159884,0.568298041926125,FALSE
"chr12",55000000,0.24116975487549,0.569843580104035,FALSE
"chr10",30000000,0.242455478210955,0.570020736154067,FALSE
"chr3",85000000,0.243379640155669,0.570020736154067,FALSE
"chr1",65000000,0.245590723957733,0.570801048478344,FALSE
"chr18",10000000,0.245850638857714,0.570801048478344,FALSE
"chr3",115000000,0.249707686206641,0.575241395085721,FALSE
"chr4",165000000,0.250043359568232,0.575241395085721,FALSE
"chr1",80000000,0.251273597218265,0.575241395085721,FALSE
"chr8",90000000,0.254035144206298,0.575241395085721,FALSE
"chr4",185000000,0.25415340398267,0.575241395085721,FALSE
"chr2",100000000,0.254741936381651,0.575241395085721,FALSE
"chr4",170000000,0.25594745761645,0.575241395085721,FALSE
"chr15",25000000,0.256380996311614,0.575241395085721,FALSE
"chr5",30000000,0.258778619097341,0.578191558987366,FALSE
"chr11",100000000,0.2613506660256,0.579370100356101,FALSE
"chr7",115000000,0.26147601907457,0.579370100356101,FALSE
"chr12",110000000,0.267051487032847,0.586860092656841,FALSE
"chr1",145000000,0.26705431182699,0.586860092656841,FALSE
"chr4",110000000,0.270344603496324,0.590903230656933,FALSE
"chr18",70000000,0.271107287473687,0.590903230656933,FALSE
"chr2",105000000,0.273146189562687,0.592451515784696,FALSE
"chr1",50000000,0.274036562544607,0.592451515784696,FALSE
"chr13",60000000,0.277419727283166,0.592855041786287,FALSE
"chr5",10000000,0.277436356336615,0.592855041786287,FALSE
"chr15",60000000,0.278981321236476,0.592855041786287,FALSE
"chr20",45000000,0.279611572103322,0.592855041786287,FALSE
"chr14",40000000,0.279774289382293,0.592855041786287,FALSE
"chr8",55000000,0.283279224939596,0.59555553589663,FALSE
"chr10",65000000,0.283279224939596,0.59555553589663,FALSE
"chr13",105000000,0.28641271662361,0.598114264697624,FALSE
"chr3",110000000,0.286970701368546,0.598114264697624,FALSE
"chr10",5000000,0.289406326057602,0.598114264697624,FALSE
"chr5",20000000,0.291819404858505,0.598114264697624,FALSE
"chr1",155000000,0.293338949405177,0.598114264697624,FALSE
"chr16",30000000,0.29356968446766,0.598114264697624,FALSE
"chr9",95000000,0.295131640302579,0.598114264697624,FALSE
"chr1",70000000,0.295331503238284,0.598114264697624,FALSE
"chr7",120000000,0.295331503238284,0.598114264697624,FALSE
"chr11",45000000,0.2963035959978,0.598114264697624,FALSE
"chr6",130000000,0.296817004016611,0.598114264697624,FALSE
"chr7",30000000,0.302607823544219,0.607490893882004,FALSE
"chr14",65000000,0.306586845968687,0.611314509570145,FALSE
"chr12",10000000,0.306802038510859,0.611314509570145,FALSE
"chr5",55000000,0.310808812995932,0.616995933605307,FALSE
"chr7",140000000,0.312083733198552,0.617232272326025,FALSE
"chr5",15000000,0.314403089696309,0.619524907372062,FALSE
"chr9",20000000,0.321297388352426,0.630782372721307,FALSE
"chr21",35000000,0.327104155318918,0.6356652507955,FALSE
"chr4",160000000,0.328337078227771,0.6356652507955,FALSE
"chr11",15000000,0.328954701337718,0.6356652507955,FALSE
"chr9",10000000,0.32905098353456,0.6356652507955,FALSE
"chr11",25000000,0.330699095276378,0.6356652507955,FALSE
"chr11",75000000,0.332456256045735,0.6356652507955,FALSE
"chr9",110000000,0.333301314269612,0.6356652507955,FALSE
"chr8",130000000,0.334366552984727,0.6356652507955,FALSE
"chr9",130000000,0.33547067929068,0.6356652507955,FALSE
"chr3",170000000,0.335688390869534,0.6356652507955,FALSE
"chr2",235000000,0.33907626226395,0.639811745756005,FALSE
"chr2",170000000,0.342195349081882,0.643423649330018,FALSE
"chr11",70000000,0.345837843719493,0.647990907179681,FALSE
"chr3",20000000,0.348227520454502,0.650187048680783,FALSE
"chr5",35000000,0.349456265912494,0.650207825774466,FALSE
"chr2",230000000,0.354021344483214,0.656414576229294,FALSE
"chr13",35000000,0.355741840106364,0.656442921982001,FALSE
"chr2",155000000,0.356495219802959,0.656442921982001,FALSE
"chr2",120000000,0.363584925968071,0.66491215913339,FALSE
"chr3",175000000,0.363584925968071,0.66491215913339,FALSE
"chr4",105000000,0.365238556241372,0.665656617859702,FALSE
"chr2",200000000,0.371724110671384,0.675172364280677,FALSE
"chr8",25000000,0.374224038017648,0.677408936614996,FALSE
"chr9",5000000,0.379318576236026,0.679380348002932,FALSE
"chr13",55000000,0.379318576236026,0.679380348002932,FALSE
"chr17",55000000,0.380402104967934,0.679380348002932,FALSE
"chr14",75000000,0.380402104967934,0.679380348002932,FALSE
"chr17",5000000,0.381901893705388,0.679785370795591,FALSE
"chr1",60000000,0.386097710406567,0.684071194658596,FALSE
"chr1",85000000,0.38687172432003,0.684071194658596,FALSE
"chr12",105000000,0.388179339936308,0.684118044640225,FALSE
"chr15",80000000,0.392373561619232,0.686245761701284,FALSE
"chr15",20000000,0.393241953334444,0.686245761701284,FALSE
"chr15",75000000,0.393241953334444,0.686245761701284,FALSE
"chr16",60000000,0.398553234112693,0.691486287389468,FALSE
"chr19",50000000,0.399345177448528,0.691486287389468,FALSE
"chr11",135000000,0.400744404202687,0.691486287389468,TRUE
"chr14",90000000,0.401424623765422,0.691486287389468,FALSE
"chr5",135000000,0.404236876144078,0.693965619981756,FALSE
"chr14",60000000,0.405463058865745,0.693965619981756,FALSE
"chr15",30000000,0.407241100092922,0.694408019991414,FALSE
"chr6",160000000,0.408322318871356,0.694408019991414,FALSE
"chr5",25000000,0.41030236978965,0.695560207833882,FALSE
"chr2",205000000,0.411697889839325,0.695717320171517,FALSE
"chr8",35000000,0.414669828861687,0.69644284637026,FALSE
"chr7",65000000,0.41473562761375,0.69644284637026,FALSE
"chr15",55000000,0.416322337402459,0.696915762297533,FALSE
"chr2",55000000,0.420223107216535,0.699523811580415,FALSE
"chr2",80000000,0.420500268759014,0.699523811580415,FALSE
"chr18",35000000,0.42845024817011,0.708775402730599,FALSE
"chr2",15000000,0.428716208018695,0.708775402730599,FALSE
"chr13",20000000,0.431362089009069,0.709320276012356,FALSE
"chr6",5000000,0.432098849294754,0.709320276012356,FALSE
"chr3",195000000,0.433030730299678,0.709320276012356,TRUE
"chr16",45000000,0.434751810534268,0.709746411495572,FALSE
"chr6",95000000,0.435949106686419,0.709746411495572,FALSE
"chr2",165000000,0.437919505807129,0.710787282981785,FALSE
"chr5",145000000,0.442776039405642,0.714448412501505,FALSE
"chr2",50000000,0.442850982280895,0.714448412501505,FALSE
"chr7",105000000,0.454732442445279,0.72742732095466,FALSE
"chr6",135000000,0.454814219867246,0.72742732095466,FALSE
"chr7",35000000,0.454982631458533,0.72742732095466,FALSE
"chr4",180000000,0.459341177947626,0.732203549325469,FALSE
"chr21",40000000,0.460857988386512,0.732435017257136,FALSE
"chr10",75000000,0.462577115747517,0.732985696763128,FALSE
"chr8",30000000,0.467576843268597,0.738716077826719,FALSE
"chr12",50000000,0.47497944406214,0.745997126850537,FALSE
"chr7",110000000,0.47497944406214,0.745997126850537,FALSE
"chr19",30000000,0.477154852008068,0.747216102558088,FALSE
"chr11",0,0.481467694871655,0.751765348132934,TRUE
"chr4",85000000,0.483435829965968,0.752637706127775,FALSE
"chr3",160000000,0.486788298185321,0.753910072265081,FALSE
"chr1",30000000,0.487076732081373,0.753910072265081,FALSE
"chr6",25000000,0.489064346916089,0.754089333679812,FALSE
"chr9",75000000,0.490675847374906,0.754089333679812,FALSE
"chr4",25000000,0.491429003971113,0.754089333679812,FALSE
"chr4",115000000,0.493820764444892,0.755588218376997,FALSE
"chr1",110000000,0.500976022534135,0.764346274380651,FALSE
"chr15",70000000,0.505325973392366,0.768786523622573,FALSE
"chr15",35000000,0.509742450554183,0.773302467602084,FALSE
"chr4",175000000,0.514016258876929,0.777577003513542,FALSE
"chr1",45000000,0.518026267010381,0.777834471270792,FALSE
"chr9",90000000,0.519920149626029,0.777834471270792,FALSE
"chr1",230000000,0.524828596926377,0.777834471270792,FALSE
"chr2",20000000,0.525760217132571,0.777834471270792,FALSE
"chr21",5000000,0.526338911782247,0.777834471270792,FALSE
"chr4",10000000,0.526338911782247,0.777834471270792,FALSE
"chr6",155000000,0.52801365621103,0.777834471270792,FALSE
"chr10",15000000,0.528095578064847,0.777834471270792,FALSE
"chr5",140000000,0.52983942539226,0.777834471270792,FALSE
"chr2",195000000,0.529998242224384,0.777834471270792,FALSE
"chr6",70000000,0.530985841862278,0.777834471270792,FALSE
"chr6",35000000,0.531665883921047,0.777834471270792,FALSE
"chr9",65000000,0.535974190081058,0.781995129790395,FALSE
"chr14",70000000,0.539843247100278,0.785493988968796,FALSE
"chr4",90000000,0.547317881156632,0.794205838417504,FALSE
"chr5",170000000,0.552582392714599,0.797510804620535,FALSE
"chr6",150000000,0.552582392714603,0.797510804620535,FALSE
"chr1",190000000,0.554174529446394,0.797652826750336,FALSE
"chr22",25000000,0.562886602516807,0.808014639096707,FALSE
"chr16",50000000,0.564747326027093,0.808163549993796,FALSE
"chr3",140000000,0.566017167973183,0.808163549993796,FALSE
"chr21",25000000,0.573803623033103,0.813298781433704,FALSE
"chr2",70000000,0.573838017887466,0.813298781433704,FALSE
"chr9",85000000,0.576547506431629,0.813298781433704,FALSE
"chr4",120000000,0.576547506431629,0.813298781433704,FALSE
"chr11",10000000,0.577228910418303,0.813298781433704,FALSE
"chr8",50000000,0.579839909258247,0.814827661957642,FALSE
"chr1",35000000,0.582390843553986,0.816264331910311,FALSE
"chr4",35000000,0.592538049646256,0.826989000682504,FALSE
"chr2",160000000,0.593140051051309,0.826989000682504,FALSE
"chr6",20000000,0.59789591068972,0.831449000802893,FALSE
"chr3",80000000,0.600278596938242,0.832594209779276,FALSE
"chr17",65000000,0.604953033605299,0.836903937681943,FALSE
"chr4",80000000,0.607721578403123,0.838561557796558,FALSE
"chr11",5000000,0.612896820205181,0.841434140399375,FALSE
"chr15",40000000,0.614530551977072,0.841434140399375,FALSE
"chr8",125000000,0.614530551977072,0.841434140399375,FALSE
"chr11",35000000,0.621468401189305,0.848757356099971,FALSE
"chr1",40000000,0.623399675259473,0.849223027011629,FALSE
"chr7",90000000,0.637638268620469,0.861840263273599,FALSE
"chr20",10000000,0.637836144416635,0.861840263273599,FALSE
"chr4",135000000,0.638202826581316,0.861840263273599,FALSE
"chr9",25000000,0.642322738008274,0.861840263273599,FALSE
"chr10",90000000,0.643172583472208,0.861840263273599,FALSE
"chr3",70000000,0.647123757719897,0.861840263273599,FALSE
"chr6",165000000,0.648055354922973,0.861840263273599,FALSE
"chr8",80000000,0.651553912643602,0.861840263273599,FALSE
"chr4",125000000,0.651553912643602,0.861840263273599,FALSE
"chr6",30000000,0.653099531797096,0.861840263273599,FALSE
"chr7",5000000,0.655313921612004,0.861840263273599,FALSE
"chr1",90000000,0.655313921612004,0.861840263273599,FALSE
"chr9",0,0.656611429778249,0.861840263273599,TRUE
"chr7",50000000,0.656611429778249,0.861840263273599,FALSE
"chr8",20000000,0.658475440712848,0.861840263273599,FALSE
"chr18",5000000,0.659207185411487,0.861840263273599,FALSE
"chr2",220000000,0.661442283748299,0.861840263273599,FALSE
"chr1",225000000,0.662562673172338,0.861840263273599,FALSE
"chr4",30000000,0.664211686703644,0.861840263273599,FALSE
"chr5",65000000,0.66494042784405,0.861840263273599,FALSE
"chr13",100000000,0.668136610422766,0.863886077398928,FALSE
"chr10",60000000,0.671738840792617,0.866445751167289,FALSE
"chr13",85000000,0.673681424853007,0.866857544268689,FALSE
"chr3",0,0.681356733734749,0.873991298827828,TRUE
"chr14",35000000,0.682498823241956,0.873991298827828,FALSE
"chr10",85000000,0.68532739090156,0.875513939572807,FALSE
"chr9",100000000,0.692478281443449,0.882537952961341,FALSE
"chr13",25000000,0.696776573428873,0.883797363921658,FALSE
"chr5",80000000,0.696776573428873,0.883797363921658,FALSE
"chr18",0,0.700619670292352,0.886566123071365,TRUE
"chr2",30000000,0.706214902227067,0.891128869174752,FALSE
"chr16",65000000,0.709231777901254,0.891128869174752,FALSE
"chr1",180000000,0.709231777901254,0.891128869174752,FALSE
"chr1",220000000,0.72015545366709,0.902730075723535,FALSE
"chr2",190000000,0.724027930006013,0.905458816447801,FALSE
"chr3",65000000,0.727005541671267,0.907058316010413,FALSE
"chr5",110000000,0.729910465842764,0.908559880559524,FALSE
"chr15",65000000,0.731912879950887,0.908933669520404,FALSE
"chr2",5000000,0.739818484350082,0.916619653463906,FALSE
"chr12",115000000,0.74312562636711,0.917081793840826,FALSE
"chr22",30000000,0.743626248563816,0.917081793840826,FALSE
"chr1",195000000,0.757663876978733,0.93158697141217,FALSE
"chr3",165000000,0.758896410572138,0.93158697141217,FALSE
"chr13",110000000,0.760621572164243,0.93158697141217,TRUE
"chr17",10000000,0.762920716330007,0.932089252085768,FALSE
"chr14",50000000,0.76600425831659,0.932089252085768,FALSE
"chr1",175000000,0.767626479800425,0.932089252085768,FALSE
"chr7",20000000,0.76801361595082,0.932089252085768,FALSE
"chr3",15000000,0.772295913423082,0.933542182823816,FALSE
"chr10",105000000,0.772707200015218,0.933542182823816,FALSE
"chr14",25000000,0.785366902970123,0.94168088064235,FALSE
"chr7",15000000,0.786339463699318,0.94168088064235,FALSE
"chr1",210000000,0.786339463699318,0.94168088064235,FALSE
"chr5",150000000,0.786497514543986,0.94168088064235,FALSE
"chr16",25000000,0.790119177474559,0.942487024251895,FALSE
"chr9",105000000,0.793021800920444,0.942487024251895,FALSE
"chr3",130000000,0.793357404437763,0.942487024251895,FALSE
"chr8",120000000,0.794230638414519,0.942487024251895,FALSE
"chr7",70000000,0.800903786280032,0.948298496393652,FALSE
"chr16",80000000,0.804072802163616,0.949944416715423,FALSE
"chr2",35000000,0.81027420928878,0.954321438318343,FALSE
"chr3",35000000,0.812336679443432,0.954321438318343,FALSE
"chr8",60000000,0.813139053248775,0.954321438318343,FALSE
"chr20",35000000,0.815479047675918,0.954968884778377,FALSE
"chr20",50000000,0.820488744754902,0.958733019035268,FALSE
"chr12",100000000,0.824700078633914,0.961549873341725,FALSE
"chr6",145000000,0.82724833104968,0.962415456123496,FALSE
"chr4",140000000,0.829047022128855,0.962415456123496,FALSE
"chr1",235000000,0.834881552959872,0.967086224035947,FALSE
