"chr","bin_start","p_value","p_adj"
"chr6",110000000,0.116216614223046,0.412966724989287
"chr10",50000000,0.116775234968881,0.412966724989287
"chr14",95000000,0.119006483394512,0.418088566662299
"chr7",40000000,0.120870542830413,0.420294567674268
"chr4",155000000,0.121208545733778,0.420294567674268
"chr10",45000000,0.124135756364826,0.426246742958766
"chr2",75000000,0.12452152041492,0.426246742958766
"chr1",105000000,0.128347927520034,0.436546454112727
"chr20",0,0.130274221886949,0.436736016049969
"chr5",100000000,0.131427627989911,0.436736016049969
"chr11",20000000,0.132128294490645,0.436736016049969
"chr12",10000000,0.132336702251837,0.436736016049969
"chr12",15000000,0.132864079735097,0.436736016049969
"chr12",0,0.133310806397275,0.436736016049969
"chr21",20000000,0.138899800137174,0.447625002550221
"chr11",60000000,0.140752012329658,0.447625002550221
"chr7",150000000,0.141833560693255,0.447625002550221
"chr2",225000000,0.143043405824176,0.447625002550221
"chr4",170000000,0.143779634471109,0.447625002550221
"chr11",115000000,0.144124266289723,0.447625002550221
"chr1",15000000,0.144376537010707,0.447625002550221
"chr2",185000000,0.14735114077639,0.447625002550221
"chr1",80000000,0.147351660320614,0.447625002550221
"chr8",105000000,0.148188939170153,0.447625002550221
"chr1",65000000,0.148729138591014,0.447625002550221
"chr20",45000000,0.149199745733876,0.447625002550221
"chr3",125000000,0.149330792509302,0.447625002550221
"chr1",50000000,0.14984767787557,0.447625002550221
"chr18",10000000,0.15016660932124,0.447625002550221
"chr2",110000000,0.151121088103079,0.447625002550221
"chr6",80000000,0.151259688907892,0.447625002550221
"chr17",50000000,0.15266939393684,0.447625002550221
"chr15",25000000,0.153613780564143,0.447625002550221
"chr4",150000000,0.155248920765402,0.447625002550221
"chr10",125000000,0.155411580741628,0.447625002550221
"chr8",145000000,0.155569474382423,0.447625002550221
"chr3",85000000,0.155914326730976,0.447625002550221
"chr5",160000000,0.157671768866802,0.450249864036749
"chr5",40000000,0.162948325739519,0.462842584813313
"chr15",30000000,0.165347269776945,0.465746591243732
"chr2",210000000,0.166587263909275,0.465746591243732
"chr3",160000000,0.166587263909275,0.465746591243732
"chr3",145000000,0.168986743803129,0.469994381202454
"chr3",135000000,0.17293605071075,0.478342924744589
"chr12",110000000,0.17499515292791,0.478342924744589
"chr11",40000000,0.175168001859056,0.478342924744589
"chr2",150000000,0.175620066151989,0.478342924744589
"chr2",215000000,0.176467333660457,0.478342924744589
"chr9",135000000,0.179519832582152,0.48179453123387
"chr3",110000000,0.179545153025356,0.48179453123387
"chr13",30000000,0.180662795302994,0.482369663458994
"chr8",100000000,0.184991265047852,0.490154929417651
"chr7",80000000,0.185414411502557,0.490154929417651
"chr11",45000000,0.187947184700572,0.493143199800227
"chr2",170000000,0.188717468043268,0.493143199800227
"chr5",125000000,0.189315273331548,0.493143199800227
"chr8",65000000,0.193575792800498,0.501793559977989
"chr4",145000000,0.197046471068163,0.505943137159209
"chr5",35000000,0.19707148413692,0.505943137159209
"chr21",30000000,0.203141595091641,0.519031635305915
"chr7",45000000,0.205936852868995,0.523667997295445
"chr20",40000000,0.208029167272172,0.526481399636681
"chr9",30000000,0.209646896112683,0.52718234794773
"chr3",55000000,0.210280599462297,0.52718234794773
"chr15",100000000,0.21133531840119,0.527350747786146
"chr5",115000000,0.217270999120018,0.53604294250746
"chr7",155000000,0.217504010091656,0.53604294250746
"chr7",95000000,0.217830184502095,0.53604294250746
"chr3",30000000,0.220531107097054,0.540200051329481
"chr7",145000000,0.222668826344014,0.54281554217912
"chr9",125000000,0.22363187130975,0.54281554217912
"chr3",20000000,0.225023946950845,0.543723021139145
"chr14",55000000,0.227834148575147,0.546268892783802
"chr18",80000000,0.228123526387243,0.546268892783802
"chr8",90000000,0.23242741568583,0.554090357036756
"chr15",80000000,0.238870420360364,0.566919130988597
"chr6",120000000,0.241639597994701,0.567856251599342
"chr5",20000000,0.242393080706217,0.567856251599342
"chr10",115000000,0.242455478210955,0.567856251599342
"chr16",45000000,0.245625363394994,0.572768314641601
"chr2",70000000,0.25008920823742,0.578583044728109
"chr12",55000000,0.250285923843058,0.578583044728109
"chr14",85000000,0.252150454113826,0.578595587367412
"chr21",45000000,0.25352332071768,0.578595587367412
"chr4",130000000,0.253576960049051,0.578595587367412
"chr12",20000000,0.256099112704831,0.578595587367412
"chr4",10000000,0.258961168230282,0.578595587367412
"chr20",10000000,0.259473906048655,0.578595587367412
"chr11",100000000,0.26095564452151,0.578595587367412
"chr16",30000000,0.261088172537098,0.578595587367412
"chr18",60000000,0.261671542276971,0.578595587367412
"chr18",0,0.261715831976516,0.578595587367412
"chr3",45000000,0.262209985286355,0.578595587367412
"chr6",115000000,0.264811468659967,0.581931375573755
"chr11",105000000,0.266647848956538,0.582063241124655
"chr7",120000000,0.267051487032847,0.582063241124655
"chr4",60000000,0.269597372760986,0.585223565261652
"chr2",120000000,0.27250264680731,0.585304842603514
"chr16",20000000,0.27250264680731,0.585304842603514
"chr4",55000000,0.27508983065848,0.585304842603514
"chr1",245000000,0.275117960221718,0.585304842603514
"chr5",10000000,0.277231985980562,0.585304842603514
"chr11",135000000,0.277863183424213,0.585304842603514
"chr11",70000000,0.279159419850877,0.585304842603514
"chr5",15000000,0.279218483153553,0.585304842603514
"chr8",25000000,0.280995214179713,0.585304842603514
"chr2",100000000,0.282465367146758,0.585304842603514
"chr10",5000000,0.285106925648339,0.585304842603514
"chr12",50000000,0.28641271662361,0.585304842603514
"chr13",70000000,0.286970701368546,0.585304842603514
"chr1",85000000,0.287469965358772,0.585304842603514
"chr9",20000000,0.287737676717783,0.585304842603514
"chr4",185000000,0.289406326057602,0.585304842603514
"chr11",25000000,0.290019222336695,0.585304842603514
"chr16",10000000,0.290928691678311,0.585304842603514
"chr7",30000000,0.293661822218733,0.585304842603514
"chr12",80000000,0.293661822218733,0.585304842603514
"chr15",75000000,0.294014075461869,0.585304842603514
"chr2",105000000,0.294844574270309,0.585304842603514
"chr14",50000000,0.294844574270309,0.585304842603514
"chr2",235000000,0.29759665408658,0.586534304762223
"chr7",115000000,0.297660667772589,0.586534304762223
"chr18",70000000,0.300007143727548,0.5880533382025
"chr14",75000000,0.30063400997993,0.5880533382025
"chr14",40000000,0.304325150022852,0.593100839825558
"chr5",30000000,0.306992485415856,0.596123589862062
"chr10",130000000,0.30955765542825,0.598163352572737
"chr2",130000000,0.31028323719597,0.598163352572737
"chr11",15000000,0.312937687420041,0.599625834760033
"chr10",30000000,0.313287655239792,0.599625834760033
"chr6",0,0.321297388352426,0.612760019214984
"chr14",60000000,0.324494252868788,0.613807499834778
"chr4",165000000,0.32511725672295,0.613807499834778
"chr10",65000000,0.325294985867495,0.613807499834778
"chr9",10000000,0.327421475412383,0.615644605176804
"chr21",40000000,0.331837908714786,0.621759450012967
"chr6",130000000,0.334182689179444,0.623963482593788
"chr14",100000000,0.336880017848705,0.626808116833479
"chr8",50000000,0.339315455431813,0.628759159011622
"chr6",35000000,0.340283514895803,0.628759159011622
"chr3",170000000,0.350177813408458,0.644810180552126
"chr1",145000000,0.355276797131455,0.651951235973186
"chr2",205000000,0.359018027402998,0.653150563610066
"chr16",65000000,0.360485614920809,0.653150563610066
"chr13",55000000,0.36118153983934,0.653150563610066
"chr2",50000000,0.362825518487376,0.653150563610066
"chr10",80000000,0.364096787557909,0.653150563610066
"chr9",95000000,0.364610655329267,0.653150563610066
"chr8",55000000,0.365764352448652,0.653150563610066
"chr17",5000000,0.366261202296391,0.653150563610066
"chr3",175000000,0.36693851888206,0.653150563610066
"chr3",115000000,0.369842852100175,0.653643393926123
"chr9",130000000,0.370887543744598,0.653643393926123
"chr13",35000000,0.370887543744598,0.653643393926123
"chr9",60000000,0.376022828256242,0.654299244545873
"chr9",25000000,0.376410165180509,0.654299244545873
"chr9",75000000,0.376611950499036,0.654299244545873
"chr8",35000000,0.378623747715054,0.654299244545873
"chr2",15000000,0.381901893705388,0.654299244545873
"chr21",35000000,0.383817425433562,0.654299244545873
"chr6",165000000,0.383947363881711,0.654299244545873
"chr1",230000000,0.384359125914741,0.654299244545873
"chr1",110000000,0.385054975935255,0.654299244545873
"chr4",160000000,0.385473362322151,0.654299244545873
"chr11",30000000,0.386097710406567,0.654299244545873
"chr2",155000000,0.387024529830996,0.654299244545873
"chr1",70000000,0.387188316997183,0.654299244545873
"chr8",130000000,0.390507568875422,0.657826630219166
"chr10",10000000,0.395913115016333,0.664174123375313
"chr4",110000000,0.39800696531854,0.664174123375313
"chr12",75000000,0.39800696531854,0.664174123375313
"chr2",80000000,0.408747250706511,0.678332710426232
"chr1",225000000,0.409909061640889,0.678332710426232
"chr8",30000000,0.41030236978965,0.678332710426232
"chr15",35000000,0.414139433866155,0.682563141001625
"chr13",20000000,0.417535122121914,0.686042323732623
"chr1",180000000,0.421647909598568,0.690674796704403
"chr2",160000000,0.426520951681394,0.694948015771712
"chr7",140000000,0.426859455380377,0.694948015771712
"chr18",35000000,0.42845024817011,0.695417728032945
"chr5",25000000,0.430752625631896,0.695518525382351
"chr1",190000000,0.431117288205165,0.695518525382351
"chr10",15000000,0.437303861335314,0.700524847115533
"chr7",65000000,0.438724697382777,0.700524847115533
"chr5",110000000,0.439102301733551,0.700524847115533
"chr14",90000000,0.439467834800943,0.700524847115533
"chr13",60000000,0.442975915262032,0.704015293898587
"chr6",155000000,0.448482698922987,0.71065211045957
"chr5",145000000,0.453200636957986,0.712231065715864
"chr19",30000000,0.453827460059762,0.712231065715864
"chr15",60000000,0.454309359025886,0.712231065715864
"chr22",25000000,0.454814219867246,0.712231065715864
"chr7",50000000,0.462200509495613,0.721681497282623
"chr3",80000000,0.464381242330009,0.722766943977495
"chr16",60000000,0.465602675521083,0.722766943977495
"chr6",5000000,0.468263173486331,0.72478995548319
"chr9",5000000,0.477506601849101,0.736868767575935
"chr5",55000000,0.478826708518445,0.736868767575935
"chr11",0,0.487329251931714,0.746223747415296
"chr13",105000000,0.487700539041083,0.746223747415296
"chr4",105000000,0.489224741023796,0.746417176304878
"chr3",35000000,0.492733740323211,0.749629109209671
"chr2",165000000,0.495585961384741,0.75182643005526
"chr5",65000000,0.502129029890568,0.755728118675667
"chr4",25000000,0.50221933094175,0.755728118675667
"chr7",110000000,0.502403524587757,0.755728118675667
"chr11",35000000,0.505117554944096,0.757676332416144
"chr4",90000000,0.508751309263798,0.759492616624436
"chr3",70000000,0.510296317704235,0.759492616624436
"chr16",50000000,0.511281455275957,0.759492616624436
"chr4",115000000,0.512017494353552,0.759492616624436
"chr15",70000000,0.51505397640951,0.760941963303072
"chr11",75000000,0.515844551902083,0.760941963303072
"chr2",55000000,0.519920149626029,0.764841211846555
"chr4",180000000,0.52582139511899,0.771397321410826
"chr1",60000000,0.52801365621103,0.772491212100521
"chr11",5000000,0.531665883921047,0.77570924047497
"chr4",175000000,0.534230871161275,0.777327752588885
"chr6",160000000,0.535974190081058,0.777745156258926
"chr2",195000000,0.538208780331967,0.778871243082033
"chr5",135000000,0.540262163204795,0.779729716625298
"chr7",90000000,0.546706482519068,0.785918116483011
"chr6",30000000,0.547493519347716,0.785918116483011
"chr9",85000000,0.552179232968993,0.788803258476271
"chr3",0,0.552457712865403,0.788803258476271
"chr10",75000000,0.566150896468153,0.80619887657065
"chr6",140000000,0.573514383205722,0.811321329515643
"chr8",120000000,0.573732816588948,0.811321329515643
"chr4",135000000,0.576805735013431,0.811321329515643
"chr22",35000000,0.57877776959046,0.811321329515643
"chr3",65000000,0.579725431396936,0.811321329515643
"chr7",25000000,0.579725431396936,0.811321329515643
"chr7",125000000,0.583937082173558,0.811321329515643
"chr11",10000000,0.583937082173558,0.811321329515643
"chr1",90000000,0.585652598274433,0.811321329515643
"chr8",20000000,0.588583870624687,0.811321329515643
"chr4",120000000,0.59036923810351,0.811321329515643
"chr13",85000000,0.590785699837888,0.811321329515643
"chr21",5000000,0.591129501923083,0.811321329515643
"chr9",80000000,0.591830226649494,0.811321329515643
"chr15",55000000,0.592538049646256,0.811321329515643
"chr5",170000000,0.60541180147345,0.825781191909353
"chr2",5000000,0.606191436757428,0.825781191909353
"chr17",55000000,0.61199850141379,0.830677416217174
"chr9",110000000,0.612896820205181,0.830677416217174
"chr2",20000000,0.616927321870842,0.831434728271479
"chr2",35000000,0.618966686756785,0.831434728271479
"chr10",90000000,0.620157241495738,0.831434728271479
"chr6",70000000,0.621216461204786,0.831434728271479
"chr7",105000000,0.621240555393858,0.831434728271479
"chr14",35000000,0.626413852124946,0.834603634895847
"chr1",215000000,0.626734190249503,0.834603634895847
"chr7",35000000,0.629276174023694,0.835904171464309
"chr3",140000000,0.633807579814711,0.839834361342571
"chr6",95000000,0.638797163961285,0.844350706820114
"chr21",25000000,0.641155185984831,0.845374985965184
"chr3",165000000,0.66018643782976,0.861840263273599
"chr8",60000000,0.661442283748299,0.861840263273599
"chr16",85000000,0.661442283748299,0.861840263273599
"chr1",35000000,0.662434199009314,0.861840263273599
"chr8",125000000,0.664296001700506,0.861840263273599
"chr8",80000000,0.664527923132998,0.861840263273599
"chr6",20000000,0.66494042784405,0.861840263273599
"chr9",100000000,0.671985207307468,0.867163971055777
"chr10",60000000,0.672295662953355,0.867163971055777
"chr9",0,0.676385203967852,0.870336623900803
"chr10",85000000,0.68532739090156,0.87792911305924
"chr7",5000000,0.688764834871066,0.87792911305924
"chr15",65000000,0.688764834871066,0.87792911305924
"chr4",125000000,0.688861981969703,0.87792911305924
"chr6",45000000,0.692478281443449,0.880436672120957
"chr9",105000000,0.703729253707498,0.890337807776576
"chr6",170000000,0.706513769427045,0.890337807776576
"chr9",90000000,0.706513769427045,0.890337807776576
"chr16",80000000,0.706934888571664,0.890337807776576
"chr16",55000000,0.713747298392314,0.896802487862343
"chr6",150000000,0.715854272679335,0.897338454485364
"chr1",175000000,0.719203888159863,0.897371936494121
"chr19",5000000,0.719241926628247,0.897371936494121
"chr1",195000000,0.724027930006013,0.899053373085944
"chr12",105000000,0.725906700689076,0.899053373085944
"chr5",80000000,0.727621003297809,0.899053373085944
"chr3",15000000,0.728565723237019,0.899053373085944
"chr17",80000000,0.729007697652086,0.899053373085944
"chr18",5000000,0.731015367522884,0.899452088150276
"chr15",95000000,0.734827048825483,0.902063549592662
"chr5",120000000,0.737227558853891,0.902934670706371
"chr13",25000000,0.744465743281226,0.909301959107348
"chr1",30000000,0.745831943986926,0.909301959107348
"chr1",235000000,0.748550756784012,0.909472034429542
"chr4",100000000,0.75108083742215,0.909472034429542
"chr7",135000000,0.75108083742215,0.909472034429542
"chr13",100000000,0.763133253668291,0.920169994531802
"chr1",45000000,0.763361999208967,0.920169994531802
"chr16",70000000,0.767450573339801,0.923014878746517
"chr13",110000000,0.771400556870613,0.925133725421957
"chr2",190000000,0.77267723134493,0.925133725421957
"chr1",220000000,0.782026169547415,0.934071936120617
"chr3",95000000,0.783640875247259,0.934071936120617
"chr2",220000000,0.791345911622127,0.941052537092274
"chr8",10000000,0.793021800920455,0.941052537092274
"chr14",25000000,0.79542168638705,0.941807495633447
"chr6",10000000,0.798366308679455,0.943202674413339
"chr4",140000000,0.80551146762898,0.947451814347744
"chr6",135000000,0.80551146762898,0.947451814347744
"chr3",25000000,0.812494226072439,0.951822463407958
"chr6",40000000,0.812792215943874,0.951822463407958
"chr16",25000000,0.818720168391995,0.956666454970078
"chr4",80000000,0.822594617029607,0.957005502165164
"chr7",15000000,0.822594617029607,0.957005502165164
"chr6",65000000,0.825165457629273,0.957909466030504
"chr6",15000000,0.829038252799672,0.958871033750099
"chr14",65000000,0.829585051671434,0.958871033750099
"chr9",65000000,0.832914540438607,0.960640096315801
"chr17",10000000,0.836118821624854,0.962257436956189
"chr4",30000000,0.84006375835753,0.963071151999056
"chr7",20000000,0.842261447024278,0.963071151999056
"chr10",105000000,0.842261447024278,0.963071151999056
"chr5",90000000,0.846584533952063,0.963071151999056
"chr5",95000000,0.849191424951601,0.963071151999056
"chr6",25000000,0.849356119283101,0.963071151999056
"chr17",65000000,0.849718559254288,0.963071151999056
"chr13",40000000,0.851253902141488,0.963071151999056
"chr14",30000000,0.855550743921323,0.964366526953365
"chr2",65000000,0.861617366550727,0.964366526953365
"chr9",120000000,0.863320307345617,0.964366526953365
"chr22",50000000,0.86355167997931,0.964366526953365
"chr2",40000000,0.864221792475426,0.964366526953365
"chr7",10000000,0.864221792475426,0.964366526953365
"chr12",65000000,0.865609357271206,0.964366526953365
"chr9",35000000,0.866846316362575,0.964366526953365
"chr3",105000000,0.875307731409095,0.967309705056714
"chr2",30000000,0.881455396522078,0.967309705056714
"chr12",100000000,0.883234915561334,0.967309705056714
"chr2",240000000,0.883368835690315,0.967309705056714
"chr5",150000000,0.883817460279524,0.967309705056714
"chr1",100000000,0.886067127260269,0.967309705056714
"chr2",115000000,0.8868141189617,0.967309705056714
"chr14",70000000,0.890112764773317,0.967309705056714
"chr5",70000000,0.8901221801312,0.967309705056714
"chr1",210000000,0.893014259968562,0.967309705056714
"chr5",175000000,0.894123278596106,0.967309705056714
"chr3",75000000,0.894366059952785,0.967309705056714
"chr4",95000000,0.894366059952785,0.967309705056714
"chr1",165000000,0.897575693038644,0.967309705056714
"chr1",75000000,0.898474932037697,0.967309705056714
"chr20",35000000,0.898474932037697,0.967309705056714
"chr12",115000000,0.903886129662023,0.969104481454904
"chr7",70000000,0.905586397464408,0.969104481454904
"chr15",85000000,0.905586397464414,0.969104481454904
"chr1",40000000,0.912210425321818,0.971023484244311
"chr6",145000000,0.912522464615346,0.971023484244311
"chr2",45000000,0.914287331731072,0.971023484244311
"chr8",70000000,0.917038030506263,0.971023484244311
"chr20",50000000,0.918303150600551,0.971023484244311
"chr7",100000000,0.918850507289161,0.971023484244311
"chr22",40000000,0.920108395182811,0.971023484244311
"chr20",5000000,0.92952550137769,0.979026859439224
"chr3",10000000,0.933795902006517,0.98158860565252
"chr10",20000000,0.940046056271142,0.985683111827699
"chr22",30000000,0.941382747251173,0.985683111827699
"chr3",50000000,0.950672276959393,0.991903594031645
"chr5",105000000,0.951795847649264,0.991903594031645
"chr4",85000000,0.954753646689636,0.991903594031645
"chr16",75000000,0.954753646689636,0.991903594031645
"chr22",20000000,0.961238970381706,0.994896442845175
"chr3",130000000,0.963223709645984,0.994896442845175
"chr4",35000000,0.963223709645984,0.994896442845175
"chr8",75000000,0.965941112843472,0.994977169067894
"chr3",190000000,0.967689868363678,0.994977169067894
"chr1",240000000,0.96889162530956,0.994977169067894
"chr1",115000000,0.973782262527538,0.996173980531649
"chr13",65000000,0.974726917841563,0.996173980531649
"chr6",50000000,0.977452648366985,0.996173980531649
"chr2",25000000,0.978021467583116,0.996173980531649
"chr13",95000000,0.979384531421565,0.996173980531649
"chr12",95000000,0.982705218431231,0.997163591670756
"chr14",80000000,0.984092158821139,0.997163591670756
"chr8",140000000,0.986666639820897,0.997516790816858
"chr1",55000000,0.99149316813035,0.997516790816858
"chr11",55000000,0.991531623685455,0.997516790816858
"chr5",75000000,0.991912763902157,0.997516790816858
"chr14",45000000,0.994725132413191,0.998097833042446
"chr1",20000000,0.996859850411362,0.998097833042446
"chr2",180000000,0.998097833042446,0.998097833042446
